customer_id,first_name,last_name,email,phone,age,city,country,job_title,salary,registration_date,last_login,orders_count,total_spent,customer_segment,is_active,department,full_name,spending_per_order,age_category,high_spender,high_earner,days_since_registration,email_domain,customer_score
408,Jeffrey,Lee,jessicaroman@example.com,001-440-641-2091x17911,19,Patricialand,Belarus,"Research officer, trade union",113115,2025-05-18,2025-09-06 11:59:31.983175,17,3917.74,Platinum,False,Marketing,Jeffrey Lee,217.65,Young (18-29),True,True,144,example.com,3252.4179999999997
410,Aimee,Scott,leeanthony@example.org,682.935.1305x23124,36,North Michael,Micronesia,Hospital pharmacist,134602,2024-08-15,2025-09-03 09:19:22.407440,15,3565.54,Bronze,False,Marketing,Aimee Scott,222.85,Middle-aged (30-49),True,True,420,example.org,2945.8779999999997
411,Ryan,Potts,johngonzalez@example.net,661-799-4237x676,42,New Patrickborough,Montenegro,Manufacturing engineer,123280,2024-06-08,2025-08-29 02:22:38.427807,50,3169.5,Platinum,False,Sales,Ryan Potts,62.15,Middle-aged (30-49),True,True,488,example.net,3718.6499999999996
412,Caleb,Jackson,rubiojohnny@example.com,398-556-0125x6253,24,Nathanmouth,British Virgin Islands,Acupuncturist,41995,2024-04-28,2025-08-10 10:40:59.455032,0,4714.8,Platinum,False,Sales,Caleb Jackson,4714.8,Young (18-29),True,False,529,example.com,3300.36
414,David,Chavez,brittany39@example.org,209-307-4260x8805,19,Davischester,Saint Kitts and Nevis,Illustrator,41746,2024-03-27,2025-09-01 17:29:34.388082,22,2771.1,Gold,False,IT,David Chavez,120.48,Young (18-29),True,False,561,example.org,2599.7699999999995
415,Richard,Hawkins,troy06@example.com,001-377-715-9103x002,36,Perezland,Comoros,"Merchandiser, retail",84238,2025-04-27,2025-08-26 05:52:35.293124,24,3895.85,Silver,True,Operations,Richard Hawkins,155.83,Middle-aged (30-49),True,False,165,example.com,3447.095
418,Tony,Peterson,kathleen47@example.net,(581)823-5679,41,North Joshua,Chad,Information systems manager,62990,2025-08-04,2025-08-27 10:26:55.995964,15,3604.5,Platinum,True,HR,Tony Peterson,225.28,Middle-aged (30-49),True,False,66,example.net,2973.1499999999996
422,Donald,Smith,bpatterson@example.org,312-209-5790x737,79,New Erinport,Syrian Arab Republic,Estate agent,71830,2024-09-26,2025-08-15 03:17:37.879679,18,3674.37,Platinum,True,Sales,Donald Smith,193.39,Senior (50+),True,False,378,example.org,3112.0589999999997
424,Donald,Jimenez,beckydominguez@example.com,(731)736-1487x824,52,Lawrenceview,Georgia,"Engineer, aeronautical",53583,2023-10-09,2025-08-25 17:17:25.483843,43,3838.09,Bronze,False,Operations,Donald Jimenez,87.23,Senior (50+),True,False,731,example.com,3976.663
425,Matthew,Salazar,kpope@example.com,910-672-7284x9824,31,Port Kennethmouth,Armenia,"Engineer, water",87469,2024-04-02,2025-08-27 21:50:45.634130,18,4156.41,Bronze,False,Operations,Matthew Salazar,218.76,Middle-aged (30-49),True,True,555,example.com,3449.4869999999996
429,Christine,Yoder,brian62@example.com,+1-907-787-0104x15914,75,North Joyhaven,Saint Vincent and the Grenadines,Astronomer,136469,2025-02-02,2025-08-25 14:32:40.365556,34,2969.1,Bronze,True,Marketing,Christine Yoder,84.83,Senior (50+),True,True,249,example.com,3098.37
432,Paul,Marsh,bbutler@example.org,2479196094,50,West Sydneymouth,Turkmenistan,Proofreader,127891,2024-03-29,2025-09-08 13:41:49.553489,33,2789.97,Silver,False,Sales,Paul Marsh,82.06,Senior (50+),True,True,559,example.org,2942.979
433,Michael,Foley,michaelmccarthy@example.com,812.925.9572x44617,43,New Jeanette,Madagascar,Secondary school teacher,90694,2024-03-16,2025-08-31 01:13:40.484702,49,3397.78,Silver,False,IT,Michael Foley,67.96,Middle-aged (30-49),True,True,572,example.com,3848.446
436,Allison,Tyler,perkinscrystal@example.net,330-720-5698,48,Lake Jessica,United States Minor Outlying Islands,"Secretary, company",42795,2024-09-05,2025-09-04 02:09:52.339759,28,3609.97,Platinum,False,IT,Allison Tyler,124.48,Middle-aged (30-49),True,False,399,example.net,3366.979
441,Michael,Lee,phull@example.org,590-236-8900,45,North Davidburgh,Finland,Armed forces logistics/support/administrative officer,80965,2024-04-25,2025-08-28 04:34:26.307232,0,3523.68,Silver,False,Operations,Michael Lee,3523.68,Middle-aged (30-49),True,False,532,example.org,2466.5759999999996
442,Pamela,Bolton,catherinemendoza@example.org,+1-511-648-3753x74584,69,Heidihaven,Bosnia and Herzegovina,Audiological scientist,134334,2024-05-19,2025-08-22 10:38:05.354128,4,2886.74,Silver,False,Sales,Pamela Bolton,577.35,Senior (50+),True,True,508,example.org,2140.718
444,Tammy,Brown,ysimpson@example.com,703.236.2680x408,42,Sandraview,Sudan,"Therapist, art",110125,2024-02-14,2025-08-10 22:31:22.598598,25,2935.02,Gold,False,HR,Tammy Brown,112.89,Middle-aged (30-49),True,True,603,example.com,2804.5139999999997
445,Jessica,Howell,vpatton@example.org,686-448-7699,57,Mcdonaldbury,Bulgaria,"Administrator, local government",52613,2024-04-01,2025-08-30 14:18:19.913465,43,3529.94,Gold,True,Operations,Jessica Howell,80.23,Senior (50+),True,False,556,example.org,3760.958
448,Bobby,Love,lynnvictoria@example.com,9583093511,29,East Jamesshire,Holy See (Vatican City State),Pathologist,93788,2023-10-31,2025-08-22 21:53:48.056040,40,2686.9,Silver,True,HR,Bobby Love,65.53,Young (18-29),True,True,709,example.com,3080.83
451,Tiffany,Hall,kaitlin13@example.com,001-865-515-8815x7937,61,New John,United States of America,Orthoptist,94451,2025-01-13,2025-08-30 02:17:03.676254,26,3550.71,Platinum,False,Marketing,Tiffany Hall,131.51,Senior (50+),True,True,269,example.com,3265.497
452,Catherine,Flynn,lee16@example.com,329.473.2702x16487,23,Port Ryanburgh,Barbados,Consulting civil engineer,104107,2024-09-19,2025-08-25 23:56:14.695593,1,3979.4,Silver,False,IT,Catherine Flynn,1989.7,Young (18-29),True,True,385,example.com,2815.58
455,Sierra,Khan,russellramirez@example.net,315-542-1447x73244,46,Donaldborough,Micronesia,Rural practice surveyor,101611,2025-03-13,2025-08-10 22:31:35.523235,13,4948.88,Bronze,True,Sales,Sierra Khan,353.49,Middle-aged (30-49),True,True,210,example.net,3854.216
459,Alyssa,Best,mary47@example.com,+1-769-558-7413x1467,40,Wilsonmouth,Zimbabwe,"Investment banker, operational",99767,2025-01-03,2025-08-20 13:05:27.667539,17,2984.29,Silver,False,Operations,Alyssa Best,165.79,Middle-aged (30-49),True,True,279,example.com,2599.0029999999997
461,Lori,Parker,kwalker@example.net,219.895.2980,76,Port Janetstad,Seychelles,Surgeon,37770,2023-10-25,2025-08-11 14:16:09.821412,17,4335.24,Silver,True,Marketing,Lori Parker,240.85,Senior (50+),True,False,715,example.net,3544.6679999999997
462,Jason,Nichols,maryfoster@example.net,242.255.6383,27,Port Shelbyville,Macao,Occupational therapist,123243,2025-04-09,2025-08-11 09:16:47.155068,20,4142.41,Platinum,False,Marketing,Jason Nichols,197.26,Young (18-29),True,True,183,example.net,3499.687
463,Justin,Johnson,arthurbrady@example.com,+1-462-341-1186x0089,54,Leeport,Slovenia,Jewellery designer,112890,2024-07-15,2025-09-01 10:08:32.862137,17,3139.06,Platinum,False,IT,Justin Johnson,174.39,Senior (50+),True,True,451,example.com,2707.3419999999996
465,Becky,Johnson,sergiowoods@example.org,+1-445-821-1823x7931,78,Millsshire,Senegal,"Exhibitions officer, museum/gallery",93968,2023-10-22,2025-08-24 22:05:42.786605,20,2909.78,Bronze,False,Operations,Becky Johnson,138.56,Senior (50+),True,True,718,example.org,2636.846
466,Robert,Yang,benjaminbarker@example.net,(304)338-7875x35778,60,Lyonsfurt,Brunei Darussalam,"Administrator, Civil Service",121395,2024-01-05,2025-09-01 13:30:05.592646,22,4250.53,Platinum,True,HR,Robert Yang,184.81,Senior (50+),True,True,643,example.net,3635.3709999999996
468,Nathan,Munoz,vford@example.net,001-622-587-0562x2710,54,Lake Clifford,Kuwait,Lawyer,47117,2023-11-17,2025-08-28 20:48:53.404727,36,4262.11,Gold,True,IT,Nathan Munoz,115.19,Senior (50+),True,False,692,example.net,4063.4769999999994
469,Brooke,Jones,michaelsmith@example.org,346-494-5964x883,24,Lake Javierburgh,Estonia,"Surveyor, rural practice",112074,2023-11-22,2025-09-03 00:35:28.574830,50,4183.51,Bronze,True,Marketing,Brooke Jones,82.03,Young (18-29),True,True,687,example.org,4428.457
470,Brenda,Miranda,barbara99@example.com,001-997-232-0331x9222,46,Christianton,Burundi,Sales promotion account executive,89836,2025-04-21,2025-08-22 21:07:35.673520,0,4959.19,Platinum,True,Operations,Brenda Miranda,4959.19,Middle-aged (30-49),True,True,171,example.com,3471.4329999999995
473,Joshua,Holland,ssanders@example.net,340-290-7977x278,58,Anthonyberg,Romania,"Editor, film/video",70043,2025-06-06,2025-08-14 01:37:16.149532,46,3497.21,Silver,False,Operations,Joshua Holland,74.41,Senior (50+),True,False,125,example.net,3828.047
475,Jessica,Miller,mwilliams@example.org,001-386-920-4485x157,55,North Samanthaburgh,Saint Lucia,Chartered legal executive (England and Wales),59647,2024-01-22,2025-08-27 20:27:40.990136,33,3399.91,Bronze,True,Operations,Jessica Miller,100.0,Senior (50+),True,False,626,example.org,3369.937
476,Tammy,Wang,robinsonnicholas@example.org,001-734-832-4064x2429,39,Port Jacob,Turks and Caicos Islands,"Engineer, communications",137100,2024-01-16,2025-08-18 23:11:08.638235,7,4940.77,Platinum,True,HR,Tammy Wang,617.6,Middle-aged (30-49),True,True,632,example.org,3668.539
479,Scott,Jensen,esimon@example.org,859-657-6403x816,51,Watkinsburgh,Malaysia,Dietitian,103831,2025-07-14,2025-09-05 17:10:58.878079,0,3051.6,Silver,False,Sales,Scott Jensen,3051.6,Senior (50+),True,True,87,example.org,2136.12
480,Tammy,Bender,stephaniebradley@example.org,(450)914-2576,64,Lake Dylanburgh,Gabon,Information systems manager,57925,2023-11-06,2025-08-17 04:53:11.846298,40,3741.34,Platinum,False,Marketing,Tammy Bender,91.25,Senior (50+),True,False,703,example.org,3818.938
482,Ricardo,Murphy,lori69@example.com,+1-515-779-0392,79,Matthewtown,New Zealand,Tour manager,86280,2025-03-11,2025-09-06 13:20:10.913867,20,3955.38,Silver,False,Operations,Ricardo Murphy,188.35,Senior (50+),True,False,212,example.com,3368.766
483,Debbie,Taylor,bradleyturner@example.org,862-362-4467x04622,23,Drakestad,Poland,Chiropractor,62527,2024-12-31,2025-08-22 06:03:19.439407,35,3005.0,Gold,True,Operations,Debbie Taylor,83.47,Young (18-29),True,False,282,example.org,3153.5
484,Lindsay,Martin,autumncruz@example.com,9767604641,74,Josephside,Haiti,Clinical research associate,69537,2025-04-05,2025-09-08 12:57:47.844526,13,2588.75,Silver,False,Sales,Lindsay Martin,184.91,Senior (50+),True,False,187,example.com,2202.125
485,Amanda,Reyes,hernandezmatthew@example.net,001-643-289-7607,59,Port Tracystad,Australia,Tour manager,37152,2025-01-22,2025-08-17 16:30:35.077500,50,4489.56,Silver,False,HR,Amanda Reyes,88.03,Senior (50+),True,False,260,example.net,4642.692
486,Matthew,Phillips,danielsguy@example.com,(307)354-0915x08632,25,Lake Duane,Lithuania,Plant breeder/geneticist,61599,2025-06-22,2025-08-20 11:30:45.241388,31,3190.41,Bronze,True,Sales,Matthew Phillips,99.7,Young (18-29),True,False,109,example.com,3163.287
491,Michael,Reynolds,potterjustin@example.net,636.482.6911x6331,43,Port Kimberly,Saint Pierre and Miquelon,Oncologist,40803,2024-10-15,2025-08-20 16:17:31.816099,40,2682.82,Silver,False,IT,Michael Reynolds,65.43,Middle-aged (30-49),True,False,359,example.net,3077.974
492,Jeff,Lester,luis51@example.net,+1-858-688-6367x74722,37,New Mariamouth,Palau,Drilling engineer,40357,2025-01-20,2025-08-13 01:37:37.442204,32,4604.62,Silver,False,HR,Jeff Lester,139.53,Middle-aged (30-49),True,False,262,example.net,4183.234
493,Betty,Barnes,ojenkins@example.org,+1-532-499-8199x605,55,Cohenstad,Angola,Tourist information centre manager,113138,2025-06-15,2025-08-29 17:47:52.788275,48,4172.63,Bronze,False,Operations,Betty Barnes,85.16,Senior (50+),True,True,116,example.org,4360.841
498,Kenneth,Manning,dwaynecarter@example.com,830-939-4290x458,67,West Dawn,Namibia,Retail banker,144486,2024-04-25,2025-08-21 08:22:31.815899,17,3664.68,Bronze,True,Sales,Kenneth Manning,203.59,Senior (50+),True,True,532,example.com,3075.276
499,Michelle,Washington,monicaolson@example.com,(701)953-4332x4913,69,Hudsontown,Tajikistan,"Scientist, research (physical sciences)",86272,2025-06-26,2025-09-01 08:37:35.417829,17,2619.27,Gold,True,HR,Michelle Washington,145.51,Senior (50+),True,False,105,example.com,2343.4889999999996
501,Gregory,Krause,andrea13@example.net,928-940-3339,34,New Nicoleton,Ghana,"Buyer, industrial",131361,2024-01-30,2025-08-13 14:38:49.367735,6,4471.34,Bronze,True,Operations,Gregory Krause,638.76,Middle-aged (30-49),True,True,618,example.net,3309.938
502,Christopher,Gonzalez,carmenevans@example.org,001-661-873-9970,50,Travisburgh,Greenland,"Runner, broadcasting/film/video",30336,2024-08-27,2025-08-18 15:08:18.785801,2,4293.45,Bronze,True,IT,Christopher Gonzalez,1431.15,Senior (50+),True,False,408,example.org,3065.4149999999995
503,Deanna,Baker,matthewbyrd@example.net,871-627-0587x7221,48,Port Scottside,Swaziland,"Education officer, museum",77707,2024-01-28,2025-08-13 09:06:24.733774,24,4601.13,Silver,True,Finance,Deanna Baker,184.05,Middle-aged (30-49),True,False,620,example.net,3940.7909999999997
504,Jesse,Parker,luke87@example.org,+1-749-939-2523x62292,69,Chanview,Denmark,General practice doctor,149792,2024-08-19,2025-09-04 19:19:31.695711,45,3703.33,Platinum,True,Sales,Jesse Parker,80.51,Senior (50+),True,True,416,example.org,3942.3309999999997
507,Matthew,Medina,hmclean@example.com,(515)362-2949,74,Sanchezshire,Mayotte,Gaffer,90960,2024-10-19,2025-09-03 15:17:51.501069,18,3867.64,Gold,False,IT,Matthew Medina,203.56,Senior (50+),True,True,355,example.com,3247.348
510,Pamela,Gamble,debrajones@example.net,001-257-886-0694,75,North Jeffreychester,Canada,Futures trader,101638,2025-05-26,2025-08-27 15:35:07.840646,48,3979.87,Silver,True,HR,Pamela Gamble,81.22,Senior (50+),True,True,136,example.net,4225.909
512,James,Martin,jesse35@example.org,(971)960-7360,66,Gonzalezfurt,Nauru,Company secretary,116154,2023-11-15,2025-08-15 08:54:14.863705,24,4245.03,Gold,True,Marketing,James Martin,169.8,Senior (50+),True,True,694,example.org,3691.5209999999997
514,Mary,Hamilton,jerome16@example.com,4454023290,35,Lake Terry,Argentina,"Biochemist, clinical",42193,2024-11-17,2025-08-16 09:54:31.946666,2,4606.37,Platinum,False,HR,Mary Hamilton,1535.46,Middle-aged (30-49),True,False,326,example.com,3284.459
515,Jodi,Carter,amorrow@example.org,(582)625-1207,80,Garrettview,Nigeria,IT sales professional,128028,2023-09-29,2025-08-10 21:25:55.445307,5,2903.85,Silver,False,IT,Jodi Carter,483.98,Senior (50+),True,True,741,example.org,2182.6949999999997
517,David,Douglas,summer17@example.com,001-393-523-8223x1164,34,West Jack,Palestinian Territory,Illustrator,141530,2024-05-06,2025-09-08 08:04:59.882615,20,4630.21,Platinum,False,Sales,David Douglas,220.49,Middle-aged (30-49),True,True,521,example.com,3841.147
520,Amy,Davis,hgreer@example.net,001-542-454-7681x826,25,Port Alvin,Saint Martin,Manufacturing systems engineer,100244,2024-09-27,2025-09-02 12:23:22.500560,22,4823.17,Silver,False,Sales,Amy Davis,209.7,Young (18-29),True,True,377,example.net,4036.219
524,Eric,Beard,nancy06@example.com,376-392-7438,72,Johnfort,Taiwan,Podiatrist,89270,2024-07-13,2025-08-29 06:14:15.280098,35,3740.39,Silver,True,HR,Eric Beard,103.9,Senior (50+),True,True,453,example.com,3668.2729999999997
527,Mark,Carter,upham@example.com,555-753-4705x742,19,Mullinsburgh,Tanzania,Restaurant manager,38450,2025-05-27,2025-08-20 03:08:38.387392,12,4512.48,Platinum,True,IT,Mark Carter,347.11,Young (18-29),True,False,135,example.com,3518.7359999999994
529,Daniel,Perkins,katherine82@example.com,+1-813-411-9642x585,77,Garciaport,Nicaragua,"Teacher, early years/pre",105220,2025-08-18,2025-08-19 19:59:47.681287,27,4108.43,Platinum,False,IT,Daniel Perkins,146.73,Senior (50+),True,True,52,example.com,3685.901
533,Jasmine,Brown,cameron49@example.com,001-509-876-2637x4845,26,Port Amber,Pitcairn Islands,Theatre director,84949,2024-04-25,2025-08-10 07:42:45.685715,12,3213.26,Silver,True,HR,Jasmine Brown,247.17,Young (18-29),True,False,532,example.com,2609.282
542,Madison,Bennett,lisafreeman@example.net,4609723111,56,East Amandaburgh,Western Sahara,Furniture conservator/restorer,58679,2025-08-07,2025-08-31 13:39:04.589375,1,2632.24,Bronze,False,Finance,Madison Bennett,1316.12,Senior (50+),True,False,63,example.net,1872.5679999999998
544,Samuel,Thomas,bateswilliam@example.org,001-835-809-0254x25730,19,West William,Czech Republic,Educational psychologist,49360,2024-12-10,2025-08-20 04:40:27.326611,37,3523.48,Silver,True,Finance,Samuel Thomas,92.72,Young (18-29),True,False,303,example.org,3576.4359999999997
546,Brian,Hughes,vincentkathleen@example.org,001-881-907-9649,37,Lake Tracy,El Salvador,Location manager,72284,2025-08-25,2025-08-29 05:15:24.105041,8,4879.3,Platinum,False,Operations,Brian Hughes,542.14,Middle-aged (30-49),True,False,45,example.org,3655.5099999999998
547,Timothy,Roach,xherrera@example.org,(642)464-2506,38,South Robertside,Timor-Leste,Ergonomist,52833,2025-08-30,2025-08-13 20:51:06.779916,45,4843.71,Gold,True,Operations,Timothy Roach,105.3,Middle-aged (30-49),True,False,40,example.org,4740.597
549,Michelle,Conner,dawn36@example.org,818.874.9603x3582,64,South Andrew,Costa Rica,Nature conservation officer,30235,2024-10-27,2025-08-15 06:55:11.327637,44,4743.49,Platinum,True,Marketing,Michelle Conner,105.41,Senior (50+),True,False,347,example.org,4640.442999999999
552,Theresa,Beck,reginadavis@example.org,(967)467-2095,74,Shannonfort,Yemen,Tax adviser,41629,2024-05-17,2025-08-20 07:28:25.076749,45,3350.12,Gold,False,IT,Theresa Beck,72.83,Senior (50+),True,False,510,example.org,3695.084
553,Christopher,Wood,dennisevans@example.com,(213)854-1597,34,West Melissa,Congo,Scientific laboratory technician,57483,2024-03-31,2025-08-25 17:32:42.725988,15,3465.88,Gold,False,IT,Christopher Wood,216.62,Middle-aged (30-49),True,False,557,example.com,2876.116
556,Ashley,Young,shieldsalec@example.org,001-559-312-9751x9102,68,North Jennifer,Bermuda,"Accountant, chartered certified",143252,2024-07-21,2025-08-30 16:28:01.786178,36,3254.85,Silver,True,HR,Ashley Young,87.97,Senior (50+),True,True,445,example.org,3358.395
558,Jacqueline,Jones,melindaavila@example.org,(869)649-6843,22,Jillhaven,Albania,Food technologist,74801,2024-04-01,2025-08-14 22:56:40.720132,10,4439.66,Silver,True,Finance,Jacqueline Jones,403.61,Young (18-29),True,False,556,example.org,3407.7619999999997
560,Brenda,Williams,robert75@example.com,877.722.6602x562,78,South Laceyburgh,Canada,"Therapist, horticultural",115673,2025-07-31,2025-08-16 15:04:11.896167,10,3036.59,Platinum,True,IT,Brenda Williams,276.05,Senior (50+),True,True,70,example.com,2425.613
561,Allen,Kennedy,matthew07@example.com,(848)843-3797,24,South Tanya,Bahamas,Manufacturing engineer,73397,2025-08-11,2025-08-12 03:00:24.557544,13,4871.99,Platinum,False,Operations,Allen Kennedy,348.0,Young (18-29),True,False,59,example.com,3800.3929999999996
565,Todd,Edwards,madisonbrewer@example.net,+1-614-603-8843x660,72,East Kenneth,Antarctica (the territory South of 60 deg S),"Pharmacist, community",45139,2023-11-05,2025-08-24 01:35:27.134336,19,3924.38,Platinum,False,Operations,Todd Edwards,196.22,Senior (50+),True,False,704,example.net,3317.066
566,Renee,Hernandez,mpeters@example.com,001-251-347-4397x42925,34,Port Markfort,Heard Island and McDonald Islands,Curator,41945,2024-04-26,2025-08-31 17:35:43.231867,41,2720.63,Silver,False,HR,Renee Hernandez,64.78,Middle-aged (30-49),True,False,531,example.com,3134.441
568,Robert,Potter,dmorales@example.net,(262)281-3721x43308,32,South Bobby,Cyprus,"Exhibitions officer, museum/gallery",139717,2025-08-03,2025-09-07 18:01:03.284045,17,2821.23,Silver,True,IT,Robert Potter,156.74,Middle-aged (30-49),True,True,67,example.net,2484.861
570,Micheal,Roach,randyhernandez@example.org,+1-594-748-5862x3945,70,Philipport,Korea,Air cabin crew,98495,2024-07-30,2025-09-08 03:36:12.533793,26,4828.14,Platinum,True,HR,Micheal Roach,178.82,Senior (50+),True,True,436,example.org,4159.698
571,Emily,Carrillo,jackwilliams@example.org,001-633-594-3945x7039,37,West Alexanderburgh,Tokelau,"Lecturer, further education",40348,2024-02-06,2025-09-07 12:31:36.831925,25,4513.89,Bronze,True,IT,Emily Carrillo,173.61,Middle-aged (30-49),True,False,611,example.org,3909.723
576,Malik,Fowler,zthompson@example.com,454.727.8656x194,68,Debbiemouth,Sao Tome and Principe,"Solicitor, Scotland",121804,2025-05-30,2025-08-15 01:06:47.786056,39,2937.88,Platinum,True,HR,Malik Fowler,73.45,Senior (50+),True,True,132,example.com,3226.516
577,Brad,Hunter,carolfernandez@example.net,(292)336-1618,27,West Sarahburgh,Saint Vincent and the Grenadines,Ergonomist,49424,2025-01-21,2025-09-02 17:59:45.240732,36,2939.67,Bronze,True,Finance,Brad Hunter,79.45,Young (18-29),True,False,261,example.net,3137.769
579,Danielle,Lynn,andrewjohnson@example.org,821.214.7165,42,Matthewstad,Cote d'Ivoire,Industrial buyer,115824,2024-07-18,2025-08-27 19:24:42.544351,31,2860.12,Platinum,True,Marketing,Danielle Lynn,89.38,Middle-aged (30-49),True,True,448,example.org,2932.084
580,Timothy,Mendez,sheltontiffany@example.com,850-247-6816x99570,35,Blakeland,Lebanon,Forensic psychologist,82818,2024-10-10,2025-08-12 14:34:08.458122,9,3091.22,Platinum,True,HR,Timothy Mendez,309.12,Middle-aged (30-49),True,False,364,example.com,2433.854
581,Jennifer,Baldwin,gibsonkaitlyn@example.org,+1-470-254-8739x610,74,Jonesburgh,Kyrgyz Republic,Haematologist,145206,2025-01-30,2025-08-21 18:19:21.657601,21,3452.57,Bronze,False,Sales,Jennifer Baldwin,156.94,Senior (50+),True,True,252,example.org,3046.799
583,Ian,Peterson,cperez@example.net,912-722-9907,71,Smithhaven,Ukraine,"Merchandiser, retail",94437,2024-12-16,2025-08-13 07:23:26.462508,44,3424.26,Silver,True,Sales,Ian Peterson,76.09,Senior (50+),True,True,297,example.net,3716.982
584,Thomas,Ramirez,fjones@example.com,+1-957-768-3210x21923,80,Timothyburgh,Myanmar,Patent attorney,127481,2023-12-02,2025-08-11 07:27:30.938613,28,3870.15,Gold,False,Operations,Thomas Ramirez,133.45,Senior (50+),True,True,677,example.com,3549.105
586,Gerald,Tran,thomasdavid@example.net,(717)581-9236,65,Richardchester,Armenia,IT sales professional,93499,2025-04-01,2025-08-10 22:45:12.293104,48,2582.51,Gold,True,Finance,Gerald Tran,52.7,Senior (50+),True,True,191,example.net,3247.757
589,John,Adams,nancy98@example.org,853-593-5435x86449,20,Port Kayla,French Polynesia,Energy manager,89827,2025-01-23,2025-08-20 23:06:18.147015,3,4590.16,Silver,False,Sales,John Adams,1147.54,Young (18-29),True,True,259,example.org,3303.1119999999996
592,Virginia,Williams,ramirezamy@example.com,(716)630-9001,28,Russellbury,Cyprus,Water engineer,139792,2024-11-23,2025-09-01 16:04:39.249435,16,3744.81,Bronze,False,IT,Virginia Williams,220.28,Young (18-29),True,True,320,example.com,3101.3669999999997
593,Sarah,Gomez,edwardspencer@example.com,001-332-363-8902x19947,42,Port Richard,Dominican Republic,Psychiatric nurse,36507,2024-11-27,2025-09-05 20:59:30.380324,10,4269.11,Silver,True,Operations,Sarah Gomez,388.1,Middle-aged (30-49),True,False,316,example.com,3288.3769999999995
595,William,Hughes,xobrien@example.org,001-519-662-6335x564,18,South Caroline,Latvia,Aeronautical engineer,92140,2025-01-22,2025-08-27 00:25:01.219651,8,3236.86,Bronze,True,Sales,William Hughes,359.65,Young (18-29),True,True,260,example.org,2505.802
596,Debbie,Brown,pricemichael@example.com,5766761645,56,Rhondaview,Lesotho,"Designer, industrial/product",135524,2024-01-10,2025-09-04 17:27:36.883631,19,3563.7,Gold,False,HR,Debbie Brown,178.18,Senior (50+),True,True,638,example.com,3064.5899999999997
599,Miguel,White,johnsmith@example.org,001-548-708-8062x20722,60,Stevenmouth,China,Clinical molecular geneticist,140530,2025-02-11,2025-08-14 23:32:13.248345,23,2807.29,Gold,False,Operations,Miguel White,116.97,Senior (50+),True,True,240,example.org,2655.103
601,Kenneth,Munoz,treyes@example.com,4576303627,34,Sancheztown,United Arab Emirates,Ergonomist,115998,2025-06-30,2025-08-17 16:56:12.518741,45,4760.94,Gold,True,Marketing,Kenneth Munoz,103.5,Middle-aged (30-49),True,True,101,example.com,4682.657999999999
602,Reginald,Marquez,nicole72@example.com,8328145057,51,New Kellyhaven,Micronesia,Publishing rights manager,130332,2023-10-08,2025-09-08 13:24:42.540792,15,4498.44,Platinum,False,Operations,Reginald Marquez,281.15,Senior (50+),True,True,732,example.com,3598.9079999999994
603,Melanie,Jones,james82@example.org,728-240-0838,26,Powellmouth,Guatemala,Wellsite geologist,124540,2024-05-04,2025-08-21 03:46:15.841556,1,3277.0,Gold,False,HR,Melanie Jones,1638.5,Young (18-29),True,True,523,example.org,2323.8999999999996
605,Bobby,Turner,jameshudson@example.com,(268)694-3012,63,Buchananbury,Lao People's Democratic Republic,Diagnostic radiographer,59145,2025-07-16,2025-08-24 22:08:29.947793,43,2673.18,Platinum,False,Finance,Bobby Turner,60.75,Senior (50+),True,False,85,example.com,3161.2259999999997
606,Christopher,Stevens,christina57@example.com,001-688-555-8298,37,Port Andrew,Liberia,Glass blower/designer,140810,2024-05-05,2025-08-25 09:11:44.390946,10,4203.19,Silver,False,IT,Christopher Stevens,382.11,Middle-aged (30-49),True,True,522,example.com,3242.2329999999997
610,Frederick,Collins,williamsbrandi@example.org,+1-303-626-7149x498,73,North Steven,Timor-Leste,Gaffer,113151,2024-01-02,2025-09-02 09:36:30.833404,37,2901.57,Bronze,False,Marketing,Frederick Collins,76.36,Senior (50+),True,True,646,example.org,3141.099
615,Katelyn,Williams,andrew91@example.com,(679)893-5937x44039,35,Adambury,Armenia,Environmental education officer,57444,2025-08-04,2025-08-23 14:17:39.824937,48,3867.71,Silver,False,IT,Katelyn Williams,78.93,Middle-aged (30-49),True,False,66,example.com,4147.397
616,Randy,Jordan,langjoshua@example.net,(808)749-0793x88413,26,New Diana,American Samoa,"Pilot, airline",110541,2023-11-06,2025-08-29 12:33:41.006038,27,3167.44,Platinum,False,HR,Randy Jordan,113.12,Young (18-29),True,True,703,example.net,3027.208
617,Stacey,Smith,sarahsimon@example.org,+1-344-362-6325x14488,42,Port David,Vietnam,"Accountant, chartered certified",30611,2025-08-06,2025-08-12 02:20:30.051777,2,2668.91,Gold,True,Sales,Stacey Smith,889.64,Middle-aged (30-49),True,False,64,example.org,1928.2369999999999
621,Tara,Atkins,andersoncody@example.net,+1-319-227-7885,47,Johnside,Swaziland,"Physicist, medical",125398,2024-04-10,2025-09-04 21:04:02.720663,33,2981.85,Gold,False,Operations,Tara Atkins,87.7,Middle-aged (30-49),True,True,547,example.net,3077.2949999999996
623,Melissa,Cox,villegaskatrina@example.com,629-339-1304,19,Rebeccaport,Bolivia,Operations geologist,59939,2025-03-11,2025-08-11 08:09:55.418806,14,3635.84,Silver,True,Operations,Melissa Cox,242.39,Young (18-29),True,False,212,example.com,2965.0879999999997
