customer_id,first_name,last_name,email,phone,age,city,country,job_title,salary,registration_date,last_login,orders_count,total_spent,customer_segment,is_active,department
500,Michael,Johnson,cranewilliam@example.com,+1-588-610-7983,47,Lake Sharon,Togo,Financial risk analyst,96949,2024-02-22,2025-08-31 15:20:53.804769,23,277.2,Silver,False,Marketing
501,Gregory,Krause,andrea13@example.net,928-940-3339,34,New Nicoleton,Ghana,"Buyer, industrial",131361,2024-01-30,2025-08-13 14:38:49.367735,6,4471.34,Bronze,True,Operations
502,Christopher,Gonzalez,carmenevans@example.org,001-661-873-9970,50,Travisburgh,Greenland,"Runner, broadcasting/film/video",30336,2024-08-27,2025-08-18 15:08:18.785801,2,4293.45,Bronze,True,IT
503,Deanna,Baker,matthewbyrd@example.net,871-627-0587x7221,48,Port Scottside,Swaziland,"Education officer, museum",77707,2024-01-28,2025-08-13 09:06:24.733774,24,4601.13,Silver,True,Finance
504,Jesse,Parker,luke87@example.org,+1-749-939-2523x62292,69,Chanview,Denmark,General practice doctor,149792,2024-08-19,2025-09-04 19:19:31.695711,45,3703.33,Platinum,True,Sales
505,Kevin,Thomas,jessica57@example.com,(596)660-6065x27403,33,Marissatown,Gibraltar,Physiotherapist,84559,2025-04-09,2025-08-19 21:19:39.864030,46,1599.68,Bronze,False,IT
506,Ann,Gonzalez,christinaalexander@example.com,813-925-7970,50,West Valerie,Namibia,Mining engineer,118254,2023-10-22,2025-08-11 19:14:12.956683,3,896.72,Bronze,False,IT
507,Matthew,Medina,hmclean@example.com,(515)362-2949,74,Sanchezshire,Mayotte,Gaffer,90960,2024-10-19,2025-09-03 15:17:51.501069,18,3867.64,Gold,False,IT
508,Hannah,Taylor,harrellholly@example.net,257-432-5737x55344,53,Lake Robertfurt,Sri Lanka,"Radiographer, therapeutic",89866,2025-04-14,2025-09-04 01:38:24.163078,0,1844.6,Gold,False,Operations
509,Brian,Mayo,allen60@example.net,387-949-5119x18182,57,Port Charles,Poland,Plant breeder/geneticist,61795,2025-04-28,2025-08-24 02:08:57.709801,29,1841.37,Platinum,True,Operations
510,Pamela,Gamble,debrajones@example.net,001-257-886-0694,75,North Jeffreychester,Canada,Futures trader,101638,2025-05-26,2025-08-27 15:35:07.840646,48,3979.87,Silver,True,HR
511,Katrina,Patel,kaylaandrews@example.com,001-292-432-3421x089,19,Stephaniemouth,Trinidad and Tobago,International aid/development worker,60539,2025-07-18,2025-08-29 20:42:52.976477,34,1732.12,Bronze,False,IT
512,James,Martin,jesse35@example.org,(971)960-7360,66,Gonzalezfurt,Nauru,Company secretary,116154,2023-11-15,2025-08-15 08:54:14.863705,24,4245.03,Gold,True,Marketing
513,Robin,Ramsey,martinjason@example.com,001-395-956-3318x5748,51,North Normanchester,Iran,Chiropodist,61217,2024-05-25,2025-09-07 11:45:40.783435,26,2460.14,Bronze,True,Operations
514,Mary,Hamilton,jerome16@example.com,4454023290,35,Lake Terry,Argentina,"Biochemist, clinical",42193,2024-11-17,2025-08-16 09:54:31.946666,2,4606.37,Platinum,False,HR
515,Jodi,Carter,amorrow@example.org,(582)625-1207,80,Garrettview,Nigeria,IT sales professional,128028,2023-09-29,2025-08-10 21:25:55.445307,5,2903.85,Silver,False,IT
516,Anthony,Ruiz,robinwilliams@example.com,001-998-822-1053x16117,55,Taylortown,Georgia,Publishing copy,104425,2024-08-17,2025-09-06 04:54:36.607519,3,2174.91,Silver,True,Sales
517,David,Douglas,summer17@example.com,001-393-523-8223x1164,34,West Jack,Palestinian Territory,Illustrator,141530,2024-05-06,2025-09-08 08:04:59.882615,20,4630.21,Platinum,False,Sales
518,Elizabeth,Meyer,kathleen25@example.com,(429)806-0320x203,46,Alexanderfort,Liberia,Local government officer,65645,2024-01-24,2025-09-05 04:53:34.979885,14,373.44,Silver,True,Finance
519,Tara,Sullivan,shawnbaker@example.com,948-355-2457,24,Kathrynview,Bahrain,Medical secretary,50369,2024-07-16,2025-08-10 21:07:57.061453,6,821.87,Platinum,False,HR
520,Amy,Davis,hgreer@example.net,001-542-454-7681x826,25,Port Alvin,Saint Martin,Manufacturing systems engineer,100244,2024-09-27,2025-09-02 12:23:22.500560,22,4823.17,Silver,False,Sales
521,Anna,Schmidt,mcbridemichael@example.org,001-882-552-1293x289,47,Brandonfurt,French Polynesia,Newspaper journalist,64735,2025-06-28,2025-09-08 06:40:50.977406,7,452.1,Gold,True,Marketing
522,Patricia,Mcdonald,jenniferevans@example.org,484-539-9106x227,71,Hartmanchester,India,"Therapist, art",142272,2024-01-28,2025-09-04 03:33:04.836864,20,741.62,Silver,False,HR
523,Chad,Richmond,donald61@example.net,001-392-937-2450x1848,50,Lake Samuel,Swaziland,Company secretary,36416,2024-10-08,2025-08-28 10:03:36.530566,43,1494.2,Silver,True,HR
524,Eric,Beard,nancy06@example.com,376-392-7438,72,Johnfort,Taiwan,Podiatrist,89270,2024-07-13,2025-08-29 06:14:15.280098,35,3740.39,Silver,True,HR
525,Michelle,Ramirez,rebecca85@example.com,+1-345-910-1739x73964,24,Obrienfurt,Armenia,Town planner,135368,2023-11-26,2025-09-04 06:20:33.041977,50,698.97,Bronze,True,Marketing
526,Dawn,Garcia,wilsonkathryn@example.com,001-296-860-5779,26,Caldwelltown,Cuba,Tax adviser,55969,2024-01-19,2025-08-29 00:48:35.144023,25,1861.2,Bronze,False,IT
527,Mark,Carter,upham@example.com,555-753-4705x742,19,Mullinsburgh,Tanzania,Restaurant manager,38450,2025-05-27,2025-08-20 03:08:38.387392,12,4512.48,Platinum,True,IT
528,Christina,Singh,leslietorres@example.net,965-797-2634,75,Lindastad,Saudi Arabia,"Designer, jewellery",141054,2025-08-10,2025-08-19 19:13:17.343089,21,612.64,Platinum,True,Marketing
529,Daniel,Perkins,katherine82@example.com,+1-813-411-9642x585,77,Garciaport,Nicaragua,"Teacher, early years/pre",105220,2025-08-18,2025-08-19 19:59:47.681287,27,4108.43,Platinum,False,IT
530,Jeffrey,Mckenzie,amycontreras@example.com,2736333732,42,North Meredith,Liberia,Print production planner,119550,2024-07-08,2025-08-26 15:43:02.191058,27,864.04,Silver,True,Sales
531,Ashley,Gutierrez,yburton@example.net,754-565-5358x512,35,North Tina,Slovenia,"Runner, broadcasting/film/video",88459,2025-02-07,2025-08-26 04:17:36.896975,9,173.25,Silver,False,HR
532,Daniel,Mckenzie,jenniferrobbins@example.net,+1-937-849-0797,44,East Andrewmouth,Monaco,Barista,145707,2025-06-24,2025-08-24 10:00:19.751523,35,2395.15,Bronze,False,HR
533,Jasmine,Brown,cameron49@example.com,001-509-876-2637x4845,26,Port Amber,Pitcairn Islands,Theatre director,84949,2024-04-25,2025-08-10 07:42:45.685715,12,3213.26,Silver,True,HR
534,Chelsea,Joseph,briana19@example.org,862.833.9220x71511,68,Jamesfort,Burundi,Lobbyist,123502,2024-01-20,2025-08-19 10:53:42.434374,22,2398.42,Platinum,False,Finance
535,Gregory,Jordan,victor24@example.com,235.215.7184,50,Lake Nathanielburgh,Afghanistan,Seismic interpreter,72153,2023-09-18,2025-08-19 22:10:24.247308,24,1352.18,Bronze,False,Finance
536,Kevin,Marsh,michele23@example.net,+1-972-483-5129x592,32,Port Lori,Antarctica (the territory South of 60 deg S),Writer,33840,2023-10-07,2025-08-26 05:53:56.883965,49,1404.66,Platinum,False,Finance
537,Susan,Shepard,savannah15@example.net,(798)921-7392,32,Bowersville,Paraguay,"Surveyor, building",50922,2023-10-26,2025-08-17 12:06:51.867055,6,1239.29,Silver,False,Finance
538,Donald,Horne,zlopez@example.org,(807)591-8158x998,70,Lukemouth,Serbia,"Engineer, civil (consulting)",133709,2024-04-10,2025-08-28 21:47:55.400388,47,279.54,Silver,False,Sales
539,Richard,Bennett,gjohnson@example.com,+1-279-564-7408,77,West Patriciashire,Mauritius,Early years teacher,139998,2024-12-20,2025-09-01 07:05:58.281112,11,880.5,Gold,False,Finance
540,Amanda,Williams,paul58@example.org,+1-368-582-8503x17235,19,Clarktown,Aruba,Museum/gallery curator,122202,2024-02-06,2025-08-30 19:11:41.636514,44,1758.41,Silver,True,HR
541,Sandra,Smith,donnaherman@example.com,(563)656-0229,52,Beckerport,Costa Rica,Government social research officer,70508,2024-07-04,2025-08-10 10:11:53.421274,11,2452.18,Bronze,True,Marketing
542,Madison,Bennett,lisafreeman@example.net,4609723111,56,East Amandaburgh,Western Sahara,Furniture conservator/restorer,58679,2025-08-07,2025-08-31 13:39:04.589375,1,2632.24,Bronze,False,Finance
543,Heather,Mitchell,justin94@example.org,001-316-531-8732x80771,30,Port Paulland,Serbia,Broadcast journalist,135702,2024-03-03,2025-08-28 13:51:55.583195,8,1703.8,Silver,False,IT
544,Samuel,Thomas,bateswilliam@example.org,001-835-809-0254x25730,19,West William,Czech Republic,Educational psychologist,49360,2024-12-10,2025-08-20 04:40:27.326611,37,3523.48,Silver,True,Finance
545,Jennifer,Johnson,pjones@example.net,448.722.8501x16880,73,Benjaminville,Poland,Facilities manager,77826,2023-09-13,2025-08-10 05:17:51.110629,4,1867.95,Platinum,True,Sales
546,Brian,Hughes,vincentkathleen@example.org,001-881-907-9649,37,Lake Tracy,El Salvador,Location manager,72284,2025-08-25,2025-08-29 05:15:24.105041,8,4879.3,Platinum,False,Operations
547,Timothy,Roach,xherrera@example.org,(642)464-2506,38,South Robertside,Timor-Leste,Ergonomist,52833,2025-08-30,2025-08-13 20:51:06.779916,45,4843.71,Gold,True,Operations
548,Courtney,Clark,afisher@example.com,001-577-567-5556x2833,55,Port Jessica,Slovenia,Water engineer,136752,2024-05-31,2025-08-24 00:27:54.410825,11,1891.92,Gold,True,Marketing
549,Michelle,Conner,dawn36@example.org,818.874.9603x3582,64,South Andrew,Costa Rica,Nature conservation officer,30235,2024-10-27,2025-08-15 06:55:11.327637,44,4743.49,Platinum,True,Marketing
550,Tonya,Becker,danielleandrews@example.org,(265)373-2759,56,North Andrewton,Greenland,Chemical engineer,71709,2024-04-25,2025-09-06 04:07:59.337956,39,1104.48,Bronze,False,Marketing
551,James,Hernandez,kylejones@example.net,397-875-2441x82226,39,New Andrea,Latvia,Health visitor,127693,2025-01-25,2025-09-06 05:27:48.977980,4,1189.98,Gold,True,Operations
552,Theresa,Beck,reginadavis@example.org,(967)467-2095,74,Shannonfort,Yemen,Tax adviser,41629,2024-05-17,2025-08-20 07:28:25.076749,45,3350.12,Gold,False,IT
553,Christopher,Wood,dennisevans@example.com,(213)854-1597,34,West Melissa,Congo,Scientific laboratory technician,57483,2024-03-31,2025-08-25 17:32:42.725988,15,3465.88,Gold,False,IT
554,Ruth,Burns,brettallen@example.com,276-250-4715x802,64,Oscarfort,Hong Kong,Network engineer,30167,2023-10-05,2025-08-30 06:36:18.954723,3,1929.69,Platinum,True,HR
555,Heidi,Rogers,vrussell@example.org,(348)237-4417x158,49,Port Kathleen,Ecuador,Cabin crew,145575,2024-01-16,2025-08-12 01:36:18.167555,24,1756.16,Platinum,True,HR
556,Ashley,Young,shieldsalec@example.org,001-559-312-9751x9102,68,North Jennifer,Bermuda,"Accountant, chartered certified",143252,2024-07-21,2025-08-30 16:28:01.786178,36,3254.85,Silver,True,HR
557,Jason,Love,hflores@example.org,337.492.7490x7280,22,West Douglas,Mauritius,Teaching laboratory technician,134752,2025-08-20,2025-08-31 02:48:38.516317,2,1474.54,Gold,False,IT
558,Jacqueline,Jones,melindaavila@example.org,(869)649-6843,22,Jillhaven,Albania,Food technologist,74801,2024-04-01,2025-08-14 22:56:40.720132,10,4439.66,Silver,True,Finance
559,Bryan,Snyder,harveylisa@example.org,+1-970-715-9591x94575,78,Evansfort,Germany,Sports coach,147718,2025-09-08,2025-08-15 19:50:22.852395,5,1689.75,Platinum,True,HR
560,Brenda,Williams,robert75@example.com,877.722.6602x562,78,South Laceyburgh,Canada,"Therapist, horticultural",115673,2025-07-31,2025-08-16 15:04:11.896167,10,3036.59,Platinum,True,IT
561,Allen,Kennedy,matthew07@example.com,(848)843-3797,24,South Tanya,Bahamas,Manufacturing engineer,73397,2025-08-11,2025-08-12 03:00:24.557544,13,4871.99,Platinum,False,Operations
562,Marcus,Woods,donald87@example.org,(670)742-5496x91928,36,Lindsayberg,Heard Island and McDonald Islands,Systems analyst,68980,2025-08-18,2025-08-12 00:17:03.979485,15,479.58,Platinum,False,Marketing
563,Sergio,Butler,shirleybarker@example.com,+1-574-585-9532x5939,21,Elliotttown,Germany,Sales promotion account executive,77294,2025-06-13,2025-08-21 15:25:03.545566,0,2138.03,Gold,False,Marketing
564,Eddie,Morris,uford@example.com,576-534-2507,24,West Michaelfort,Monaco,Dancer,33373,2025-04-03,2025-09-07 19:38:06.488662,13,854.16,Gold,True,HR
565,Todd,Edwards,madisonbrewer@example.net,+1-614-603-8843x660,72,East Kenneth,Antarctica (the territory South of 60 deg S),"Pharmacist, community",45139,2023-11-05,2025-08-24 01:35:27.134336,19,3924.38,Platinum,False,Operations
566,Renee,Hernandez,mpeters@example.com,001-251-347-4397x42925,34,Port Markfort,Heard Island and McDonald Islands,Curator,41945,2024-04-26,2025-08-31 17:35:43.231867,41,2720.63,Silver,False,HR
567,Andrea,Fuller,randall59@example.org,+1-445-399-0802x7112,41,Lake Jimmy,Saudi Arabia,Media buyer,54455,2025-08-19,2025-08-20 06:18:29.663770,28,223.08,Platinum,False,Sales
568,Robert,Potter,dmorales@example.net,(262)281-3721x43308,32,South Bobby,Cyprus,"Exhibitions officer, museum/gallery",139717,2025-08-03,2025-09-07 18:01:03.284045,17,2821.23,Silver,True,IT
569,Devin,Flores,qavila@example.com,5842706810,60,East Brandi,Albania,Magazine journalist,75061,2025-02-03,2025-08-27 13:34:27.695625,34,2069.93,Silver,True,HR
570,Micheal,Roach,randyhernandez@example.org,+1-594-748-5862x3945,70,Philipport,Korea,Air cabin crew,98495,2024-07-30,2025-09-08 03:36:12.533793,26,4828.14,Platinum,True,HR
571,Emily,Carrillo,jackwilliams@example.org,001-633-594-3945x7039,37,West Alexanderburgh,Tokelau,"Lecturer, further education",40348,2024-02-06,2025-09-07 12:31:36.831925,25,4513.89,Bronze,True,IT
572,Paul,Murphy,kguzman@example.com,689.243.1910x0900,78,Seanshire,Cayman Islands,Chief Strategy Officer,129246,2023-10-18,2025-08-16 13:51:23.998090,28,864.39,Silver,True,Marketing
573,James,Henderson,charles60@example.com,001-301-542-4731x07201,26,Kaneshire,Puerto Rico,"Surveyor, hydrographic",35593,2024-03-26,2025-08-10 19:04:36.792371,27,391.84,Platinum,True,Operations
574,Anna,Brown,jasonsanders@example.com,2073676209,27,Jenniferfort,Cook Islands,"Geologist, engineering",139328,2023-09-26,2025-08-18 06:38:50.647667,38,1289.43,Bronze,True,HR
575,Monica,Young,ppatrick@example.org,001-768-973-0451,53,Stephensstad,Palestinian Territory,Meteorologist,82082,2025-02-20,2025-08-26 08:11:12.103171,35,1630.63,Gold,False,IT
576,Malik,Fowler,zthompson@example.com,454.727.8656x194,68,Debbiemouth,Sao Tome and Principe,"Solicitor, Scotland",121804,2025-05-30,2025-08-15 01:06:47.786056,39,2937.88,Platinum,True,HR
577,Brad,Hunter,carolfernandez@example.net,(292)336-1618,27,West Sarahburgh,Saint Vincent and the Grenadines,Ergonomist,49424,2025-01-21,2025-09-02 17:59:45.240732,36,2939.67,Bronze,True,Finance
578,Tracy,Nguyen,amy68@example.net,(939)456-1372x3081,67,Lake Stephaniebury,Saudi Arabia,"Optician, dispensing",43237,2024-04-17,2025-08-16 09:29:24.511040,50,1430.46,Gold,False,Sales
579,Danielle,Lynn,andrewjohnson@example.org,821.214.7165,42,Matthewstad,Cote d'Ivoire,Industrial buyer,115824,2024-07-18,2025-08-27 19:24:42.544351,31,2860.12,Platinum,True,Marketing
580,Timothy,Mendez,sheltontiffany@example.com,850-247-6816x99570,35,Blakeland,Lebanon,Forensic psychologist,82818,2024-10-10,2025-08-12 14:34:08.458122,9,3091.22,Platinum,True,HR
581,Jennifer,Baldwin,gibsonkaitlyn@example.org,+1-470-254-8739x610,74,Jonesburgh,Kyrgyz Republic,Haematologist,145206,2025-01-30,2025-08-21 18:19:21.657601,21,3452.57,Bronze,False,Sales
582,Sara,Valdez,kingdavid@example.net,527.942.0495x6121,75,Wrightfurt,Singapore,"Editor, commissioning",78816,2025-03-26,2025-08-11 10:25:27.159667,1,1689.33,Gold,False,Sales
583,Ian,Peterson,cperez@example.net,912-722-9907,71,Smithhaven,Ukraine,"Merchandiser, retail",94437,2024-12-16,2025-08-13 07:23:26.462508,44,3424.26,Silver,True,Sales
584,Thomas,Ramirez,fjones@example.com,+1-957-768-3210x21923,80,Timothyburgh,Myanmar,Patent attorney,127481,2023-12-02,2025-08-11 07:27:30.938613,28,3870.15,Gold,False,Operations
585,James,Evans,dsmith@example.net,7185498042,44,Solisborough,Panama,Public relations officer,109295,2024-08-23,2025-08-16 13:00:09.493646,41,446.43,Platinum,True,HR
586,Gerald,Tran,thomasdavid@example.net,(717)581-9236,65,Richardchester,Armenia,IT sales professional,93499,2025-04-01,2025-08-10 22:45:12.293104,48,2582.51,Gold,True,Finance
587,Emily,Galvan,ocole@example.net,(679)986-2398,68,South Carolchester,Bahrain,"Surveyor, planning and development",50836,2023-11-10,2025-09-05 20:49:22.009038,4,1555.62,Platinum,True,Finance
588,Dustin,Davidson,joshua47@example.net,448-995-4787x69899,74,Christopherfort,Guam,Site engineer,104537,2024-09-20,2025-08-29 01:25:04.343823,1,868.69,Silver,True,Marketing
589,John,Adams,nancy98@example.org,853-593-5435x86449,20,Port Kayla,French Polynesia,Energy manager,89827,2025-01-23,2025-08-20 23:06:18.147015,3,4590.16,Silver,False,Sales
590,Amy,Morris,lperkins@example.org,001-943-739-5275x3674,70,West Catherine,El Salvador,Company secretary,90846,2025-08-15,2025-09-03 12:16:36.856551,32,1984.71,Bronze,True,Marketing
591,Tonya,Smith,lisascott@example.com,389.948.9634x067,41,Hughesville,Burundi,"Education officer, community",94066,2023-12-07,2025-09-01 22:07:26.499567,38,2230.52,Platinum,False,Sales
592,Virginia,Williams,ramirezamy@example.com,(716)630-9001,28,Russellbury,Cyprus,Water engineer,139792,2024-11-23,2025-09-01 16:04:39.249435,16,3744.81,Bronze,False,IT
593,Sarah,Gomez,edwardspencer@example.com,001-332-363-8902x19947,42,Port Richard,Dominican Republic,Psychiatric nurse,36507,2024-11-27,2025-09-05 20:59:30.380324,10,4269.11,Silver,True,Operations
594,Samantha,Ramirez,allenkyle@example.net,+1-867-233-1167x726,32,Jamiefort,Jordan,"Scientist, research (physical sciences)",118826,2024-05-16,2025-08-10 17:44:59.370775,13,1345.42,Platinum,True,Operations
595,William,Hughes,xobrien@example.org,001-519-662-6335x564,18,South Caroline,Latvia,Aeronautical engineer,92140,2025-01-22,2025-08-27 00:25:01.219651,8,3236.86,Bronze,True,Sales
596,Debbie,Brown,pricemichael@example.com,5766761645,56,Rhondaview,Lesotho,"Designer, industrial/product",135524,2024-01-10,2025-09-04 17:27:36.883631,19,3563.7,Gold,False,HR
597,Deanna,George,meghanwerner@example.com,3316219804,72,Hernandezberg,Togo,Press photographer,75706,2024-03-30,2025-09-06 14:19:39.775306,29,1259.99,Platinum,False,Operations
598,Jeremy,Collins,hallchristopher@example.org,001-524-387-6230,51,Port Craigburgh,Martinique,Company secretary,138044,2025-03-31,2025-08-26 17:18:36.991817,39,1985.76,Bronze,True,Finance
599,Miguel,White,johnsmith@example.org,001-548-708-8062x20722,60,Stevenmouth,China,Clinical molecular geneticist,140530,2025-02-11,2025-08-14 23:32:13.248345,23,2807.29,Gold,False,Operations
600,Catherine,Williams,staylor@example.com,876.488.6878x59964,24,Martinezton,Costa Rica,"Buyer, retail",93142,2024-11-20,2025-08-21 03:26:07.279199,4,1681.42,Gold,False,Sales
601,Kenneth,Munoz,treyes@example.com,4576303627,34,Sancheztown,United Arab Emirates,Ergonomist,115998,2025-06-30,2025-08-17 16:56:12.518741,45,4760.94,Gold,True,Marketing
602,Reginald,Marquez,nicole72@example.com,8328145057,51,New Kellyhaven,Micronesia,Publishing rights manager,130332,2023-10-08,2025-09-08 13:24:42.540792,15,4498.44,Platinum,False,Operations
603,Melanie,Jones,james82@example.org,728-240-0838,26,Powellmouth,Guatemala,Wellsite geologist,124540,2024-05-04,2025-08-21 03:46:15.841556,1,3277.0,Gold,False,HR
604,Laurie,Richards,bblake@example.net,6894812657,43,Port Robyn,Bermuda,Warehouse manager,80891,2024-06-15,2025-08-21 22:48:07.260784,47,176.6,Silver,False,Operations
605,Bobby,Turner,jameshudson@example.com,(268)694-3012,63,Buchananbury,Lao People's Democratic Republic,Diagnostic radiographer,59145,2025-07-16,2025-08-24 22:08:29.947793,43,2673.18,Platinum,False,Finance
606,Christopher,Stevens,christina57@example.com,001-688-555-8298,37,Port Andrew,Liberia,Glass blower/designer,140810,2024-05-05,2025-08-25 09:11:44.390946,10,4203.19,Silver,False,IT
607,Victor,Ramsey,lwilliams@example.com,712-883-3372x188,48,Barnesmouth,French Southern Territories,Ceramics designer,46769,2024-03-04,2025-08-28 19:26:10.708893,47,1293.26,Silver,False,Operations
608,Stacy,Bates,sara06@example.com,(526)870-5514x37769,23,Atkinsonport,Ecuador,Tree surgeon,59131,2025-04-19,2025-08-20 04:50:04.453256,22,1116.64,Gold,False,Sales
609,Carly,Watkins,garciachristopher@example.net,9284671200,41,East Kellystad,Philippines,Marketing executive,64152,2025-01-07,2025-08-12 17:50:56.332181,37,1470.26,Bronze,False,IT
610,Frederick,Collins,williamsbrandi@example.org,+1-303-626-7149x498,73,North Steven,Timor-Leste,Gaffer,113151,2024-01-02,2025-09-02 09:36:30.833404,37,2901.57,Bronze,False,Marketing
611,Zachary,Crawford,hannahjohnson@example.com,+1-527-975-8446x63453,50,Lake Eric,Belgium,Barrister's clerk,45704,2024-11-11,2025-08-13 15:35:29.416031,43,1908.35,Gold,False,IT
612,Daniel,Cole,jennifercampbell@example.com,001-959-237-6618x943,73,Ericborough,Guatemala,Brewing technologist,141966,2023-10-14,2025-09-04 08:26:30.544680,9,686.83,Silver,False,HR
613,Linda,Price,zford@example.net,772-456-5920x24617,54,East Johnfort,Fiji,"Engineer, electrical",147026,2025-02-16,2025-08-22 15:42:03.542864,29,716.12,Silver,True,HR
614,Kelli,Welch,lauren55@example.org,878-533-2584,39,Carrilloton,Korea,"Therapist, art",112710,2024-10-12,2025-08-26 06:45:53.518523,11,1567.07,Bronze,True,HR
615,Katelyn,Williams,andrew91@example.com,(679)893-5937x44039,35,Adambury,Armenia,Environmental education officer,57444,2025-08-04,2025-08-23 14:17:39.824937,48,3867.71,Silver,False,IT
616,Randy,Jordan,langjoshua@example.net,(808)749-0793x88413,26,New Diana,American Samoa,"Pilot, airline",110541,2023-11-06,2025-08-29 12:33:41.006038,27,3167.44,Platinum,False,HR
617,Stacey,Smith,sarahsimon@example.org,+1-344-362-6325x14488,42,Port David,Vietnam,"Accountant, chartered certified",30611,2025-08-06,2025-08-12 02:20:30.051777,2,2668.91,Gold,True,Sales
618,Kaylee,Blake,tammy17@example.com,388-778-1794,66,West Gregoryborough,Mayotte,Fitness centre manager,139212,2025-02-20,2025-09-06 10:41:48.468590,33,952.88,Bronze,True,Marketing
619,Christine,Montes,gayfrancis@example.com,(888)337-5056,62,Lewisborough,Niger,Radio broadcast assistant,144948,2025-03-27,2025-09-01 13:12:11.417680,22,1560.46,Bronze,False,Finance
620,Carl,Kaiser,marypeck@example.com,+1-576-255-3007,55,Andrestad,Pakistan,Lexicographer,70123,2024-07-08,2025-09-04 05:50:53.550629,10,326.44,Bronze,False,Sales
621,Tara,Atkins,andersoncody@example.net,+1-319-227-7885,47,Johnside,Swaziland,"Physicist, medical",125398,2024-04-10,2025-09-04 21:04:02.720663,33,2981.85,Gold,False,Operations
622,Brian,Evans,heathercabrera@example.org,256-618-5174x460,26,Jackland,Trinidad and Tobago,"Copywriter, advertising",74922,2025-07-20,2025-08-28 04:55:37.415738,31,1796.25,Silver,True,HR
623,Melissa,Cox,villegaskatrina@example.com,629-339-1304,19,Rebeccaport,Bolivia,Operations geologist,59939,2025-03-11,2025-08-11 08:09:55.418806,14,3635.84,Silver,True,Operations
624,Samantha,Fisher,joseph02@example.org,390-617-0756,19,New Sheila,Ukraine,Firefighter,107292,2023-11-07,2025-08-15 04:04:04.460681,32,844.92,Gold,True,HR
625,Deborah,Carroll,mccoyandre@example.org,001-522-283-6084x9378,74,Clarkfurt,Congo,"Secretary, company",113928,2024-04-09,2025-08-14 04:54:21.646219,16,3856.25,Bronze,True,Operations
626,Terri,Jenkins,joseph91@example.net,(349)570-1693x42929,24,Lake Billy,Egypt,Armed forces training and education officer,115664,2025-02-24,2025-08-30 15:21:48.693168,1,241.18,Bronze,False,HR
627,Dean,Robinson,andrewsdenise@example.net,306-715-3722,42,Tiffanyfurt,Palestinian Territory,"Scientist, physiological",46199,2025-01-18,2025-08-23 10:05:27.314121,35,1263.69,Silver,True,Operations
628,James,Reid,paullopez@example.net,+1-937-674-6040x67200,61,South Daniel,France,Counsellor,112616,2024-04-03,2025-08-15 10:19:03.722900,0,1505.58,Bronze,False,Finance
629,Kayla,Kennedy,willismichael@example.net,573.947.6427,56,North Kimberly,Oman,"Radiographer, diagnostic",121845,2024-06-16,2025-09-08 17:06:34.161140,8,2094.13,Bronze,True,Sales
630,Andrea,May,danielgriffith@example.net,614-584-6019x134,25,Lake Tyler,Marshall Islands,"Accountant, chartered certified",132860,2023-12-26,2025-08-10 16:55:29.544099,6,2488.7,Silver,False,Finance
631,Kayla,Carrillo,abradley@example.com,821.746.4493,80,South Thomasborough,Tuvalu,Financial risk analyst,56433,2024-05-03,2025-09-04 20:26:52.373887,22,3517.18,Gold,True,IT
632,Michael,Blake,trevor68@example.org,001-311-392-3603x768,53,Higginsbury,Saint Pierre and Miquelon,"Engineer, site",95058,2024-02-15,2025-08-13 00:34:15.230422,13,3441.02,Platinum,False,Marketing
633,Jonathan,Hull,rmartinez@example.net,001-673-515-3911,18,South Hannahside,Chad,Accounting technician,31671,2025-07-17,2025-08-24 19:18:36.172361,42,445.01,Bronze,False,Marketing
634,Victoria,Flynn,craig89@example.org,001-240-365-5782,78,Lake Joshuaburgh,Swaziland,"Designer, graphic",41807,2024-02-27,2025-08-11 11:22:53.203598,49,2558.53,Bronze,False,Operations
635,Harry,Wilcox,davidmurray@example.net,439.920.1354x621,32,Smithstad,Antigua and Barbuda,Site engineer,89867,2024-01-14,2025-09-04 09:43:40.787082,18,1320.63,Bronze,True,Marketing
636,Robert,Miller,jasonhernandez@example.org,(532)948-8899x57298,73,Jacksonmouth,Fiji,Interpreter,35170,2024-03-17,2025-08-16 13:01:13.296842,18,1801.07,Gold,False,Operations
637,Jessica,Ingram,gonzalezkenneth@example.net,419.212.0381x876,25,New Nancy,South Georgia and the South Sandwich Islands,Computer games developer,42451,2024-03-02,2025-08-11 15:22:49.181537,48,4451.46,Bronze,True,Operations
638,Michele,Stephens,allenandrea@example.com,581.344.5822x06732,59,New Scott,Jamaica,Sports coach,52349,2023-11-06,2025-09-01 22:08:05.828658,21,1787.64,Platinum,False,Operations
639,Steven,Maldonado,anthony00@example.net,001-900-715-2911x371,23,Port Crystaltown,Saint Helena,Dealer,78840,2025-08-31,2025-08-19 12:04:55.715217,21,914.35,Platinum,False,HR
640,Emily,Norton,karen42@example.org,+1-329-498-7478,35,Port Kathryn,Macao,Wellsite geologist,139537,2025-04-07,2025-08-19 12:59:46.541069,24,3449.51,Platinum,False,Operations
641,Taylor,Hunter,mjohnson@example.org,6434655158,74,Grayville,Dominica,Passenger transport manager,134452,2023-12-27,2025-08-18 04:48:32.854686,10,565.28,Bronze,True,IT
